id,name,city,street,lat,lon,latlon_precision,description,child_of,major_category,categories,citations,notes,founded,alt_address,,
314,Dellinger Corp.,"Boston, MA",,,,0,Produced water filters for Y-12.,,3,equipment-CEW,,,,,,
315,Dupont Arlington Company,"Kearny, NJ",,40.7684342,-74.1454214,0,Produced gaskets for Y-12.,,3,equipment-CEW,,,,,,
316,Economy Engineering Co.,"Chicago, IL",2653 W. Van Buren St,41.876174,-87.693476,2,Produced service trucks for Y-12.,,3,equipment-CEW,,,,,,
317,The Eimco Corp.,"Salt Lake City, UT",634 S. Fourth St,,,0,Produced vacuum filters for Y-12.,,3,equipment-CEW,,,,,,
318,The Elliot Company,"Jeannette, PA",North Fourth St.,40.338017,-79.609017,1,Subcontracted by Kellex to produce steam jet refrigerator units for Y-12 and vacuum pumps for K-25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.,,3,equipment-CEW,"Hewlett NW ch. 5 p. 140; MDH B2V3 p. 4.11, 8.14","don't know when they made stuff for y-12, could have been earlier… not sure why this said Boston, MA",1944-06,,,
319,General Electric Co.,"Boston, MA",,,,0,"One of the three main electrical manufacturers for Y-12. Produced transformers, switches, mass spectrometers, vacuum tubes, unit sub-stations, and other electrical components for Y-12, which constituted more than half of the power supply equipment. Contracts for the project totaled over $40,000,000.",,3,equipment-CEW,MDH B5V3 p. S11 ,,,,,
320,General Electric Co.,"Providence, RI",260 W. Exchange St,41.8239891,-71.4128343,0,"Produced oil filters for Y-12, a sprinkler system at HEW (under a DuPont subcontract), and was a subcontractor for S-50 under H. K. Ferguson. For S-50, the company, along with Mehring & Hanson Co., manufactured a huge numbers of large, precisely identical tubes of nickel and copper.",,3,"equipment-CEW,equipment-HEW",MDH B4V5P3 app. B-4; Hewlett NW ch. 9 p. 297,Grinnell Corp?,,,,
321,Griscom-Russell Co.,"Massillon, OH",,,,0,Produced heat exchangers for Y-12.,,3,equipment-CEW,,,,"285 Madison Ave, New York, NY… Boston, MA?",,
322,Griscom-Russell Co.,"Somerville, MA",,,,0,Produced repair stands for Y-12.,,3,equipment-CEW,,great I think I copied over it,,,,
323,Haynes Stellite Co.,"Kokomo, IN",S. Lindsey St.,40.477978,-86.14395,2,Produced tubing for Y-12.,,3,equipment-CEW,,,,,,
324,Hilliard Corp.,"Chicago, IL",,,,0,Produced oil reclaimers for Y-12.,,3,equipment-CEW,,,,,,
325,Inland Steel Co.,"Chicago, IL",38 S. Dearborn St.,41.881812,-87.629132,2,Producing steel sheets for Y-12.,,3,equipment-CEW,,historic address,,,,
326,Jessep Steel Co.,"Hartford, CT",,,,0,"Produced ""non-magnetic hot-rolled steel"" for Y-12.",,3,equipment-CEW,,"There's AEC stuff on Jessop Steel Co…? And I'm seeing references to both Jessep Steel Co and Jessop Steel Co in Washington, PA, not Hartford.",,,,
327,Ladish Drop Forge Co.,"Cudahy, WI",5405 Packard Ave,42.946467,-87.860571,2,Produced flanges for Y-12.,,3,equipment-CEW,,,,"New York, NY?",,
328,"Limbert, George B., Co.","Chicago, IL",570 Fulton St,41.886997,-87.642545,2,Produced fabricated piping for Y-12.,,3,equipment-CEW,,,,,,
329,Litton Engineering Lab.,"Redwood City, CA",,37.4852152,-122.2363548,0,"Produced ""molecular lubricant"" for Y-12.",,3,equipment-CEW,,,,,,
330,London Machinery Co.,"Fairfield, IA",,41.0076114,-91.9636914,0,"Produced ""monorail equipment"" for Y-12.",,3,equipment-CEW,,,,,,
331,London Machinery Co.,"Boston, MA",,,,0,Produced cranes and assemblies for Y-12.,,3,equipment-CEW,,,,,,
332,Lukens Steel Co.,"Coatesville, PA",,,,0,Produced steel plate for Y-12. Also provided nickel-clad steel used by Allis-Chalmers Manufacturing Company to build centrifugal stage pumps for K-25.,,3,equipment-CEW,MDH B2V3 p. S9,,,,,
333,Lumsden and Van Stone Co.,"Boston, MA",,,,0,Produced welding fittings for Y-12.,,3,equipment-CEW,,,,,,
334,Marco-Nordstrom Valve Co.,"Pittsburgh, PA",,,,0,Produced steel valves for Y-12.,,3,equipment-CEW,,,,,,
335,Midwest Piping and Supply,"Boston, MA",,,,0,Produced fabricated piping for Y-12.,,3,equipment-CEW,,repeat and with wrong address maybe,,,,
336,National Tube Co.,"Boston, MA",,,,0,Produced steel pipes for Y-12.,,3,equipment-CEW,,,,,,
337,Pacific Electric Mfg. Co.,"San Francisco, CA",5815 3rd St,,,0,"Produced ""testing equipment"" for Y-12.",,3,equipment-CEW,,,,,,
338,Patterson Foundry & Machine Co.,"Liverpool, OH",1250 St. George St.,40.631498,-80.546561,2,Produced portable mixers for Y-12.,,3,equipment-CEW,,,,"New York, NY?",,
339,Phelps Dodge Copper Products Corp.,"Bayway, NJ",,,,0,Produced electrolytic copper and bar and silver strips for Y-12. Chosen as contractors because they were the only company with enough production capacity to spare.,,3,equipment-CEW,MDH B5V4 app. A-1,,1942-11-27,,,
340,Pittsburgh Piping and Equipment Co.,"Pittsburgh, PA",10 43rd St.,,,0,Produced steel molding fittings for Y-12. And pipe work for S-50 on a subcontract with H. K. Ferguson.,,3,equipment-CEW,Robinson ORS p. 80,,,,,
341,The William Powell Co.,"Cincinnati, OH",2525 Spring Grove Ave,39.128329,-84.536778,2,Produced valves for Y-12 and K-25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.,,3,equipment-CEW,MDH B2V3 p. 4.11,AN ADDRESS STILL OCCUPIED BY THE SAME COMPANY?? IT’S A MIRACLE!!! (citation only for K-25),,"Boston, MA?",,
342,Revere Copper & Brass Co.,"Boston, MA",,,,0,Produced copper bar for Y-12.,,3,equipment-CEW,,repeat with wrong address I think,,,,
343,Schmitner Alloy,"Elizabeth, NJ",,,,0,Produced steel pipe for Y-12.,,3,equipment-CEW,,,,,,
344,Sharples Corp.,"Boston, MA",,,,0,"Produced ""super centrifuges"" and ""their standard items of equipment"" for Y-12 on ""seemingly impossible time limits.""",,3,equipment-CEW,MDH B5V3 p. 4.15 ,repeat with questionable address,,,,
345,"Stanley, A.B., Co.","Boston, MA",,,,0,Produced laboratory furniture for Y-12.,,3,equipment-CEW,,,,,,
346,"Stodfast and Roulston, Inc.","Boston, MA",,,,0,Produced machine tanks for Y-12.,,3,equipment-CEW,,,,,,
347,Steel & Alloy Tank Co.,"Newark, NJ",1 Bessemer St.,40.701059,-74.189122,2,Produced steel tanks for Y-12.,,3,equipment-CEW,,,,,,
348,Struthers Wells Co.,"Boston, MA",,,,0,Produced steel tanks for Y-12 and steel tanks and covers to HEW.,,3,"equipment-CEW,equipment-HEW",,couldn't find boston location,,,,
349,Struthers Wells Co.,"Warren, PA",1003 Pennsylvania Ave. W.,,,0,Produced heat exchangers for Y-12.,,3,equipment-CEW,,,,,,
350,U.S. Stoneware Corp.,"New York, NY",,,,0,Produced steel plate for Y-12.,,3,equipment-CEW,,,,,,
351,Underwood Machine Co.,"Boston, MA",,,,0,Produced service carriages for Y-12.,,3,equipment-CEW,MDH B5V3 fig. 10,,1944-03-24,,,
352,Whitlock Manufacturing Company,"Boston, MA",,,,0,Produced oil cooling units for Y-12.,,3,equipment-CEW,,repeat company with questionable address,,,,
353,Wigglesworth Machinery Co.,"Cambridge, MA",,,,0,Produced machine tools for Y-12.,,3,equipment-CEW,,,,,,
354,York Corp.,"Philadelphia, PA",1616 Walnut St.,39.949648,-75.168421,2,Produced refrigerator plants for Y-12 and refrigeration equipment for HEW and K-25.Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.,,3,equipment-CEW,MDH B4V5P3 app. B-3; MDH B2V3 p. 4.11,,,"Roosevelt Ave., York, PA",,
355,J. Bishop & Co.,"Malvern, PA",12 Channing Ave,40.036099,-75.51367,2,Produced gold parts for Y-12.,,3,equipment-CEW,,,"latlon points to address right next to 12 channing, which is a Hunt Engineering Co building. Seems like a better guess than the driveway that ""12 channing"" shows up as on Gmaps",,,
356,Delbrook Vent Co.,,,,,0,"Produced exhaust vents for Y-12 at a price of $81,327.",,3,equipment-CEW,MDH B5V3 fig. 11,,1945-06-01,,,
357,Barbour Stockwell,"Cambridge, MA",205 Broadway,,,0,Produced elevators for Y-12.,,3,equipment-CEW,,,,,,
358,S. D. Hicks Engineering Co.,"Boston, MA",1671 Hyde Park Ave,42.241314,-71.131305,2,Produced five fractionation towers for heavy water project.,,3,production-heavywater,MDH B3V1 p. 4.2 ,,1942-10-09,,,
359,"Baker and Company, Inc.","Newark, NJ",113 Astor St,40.721606,-74.180928,1,"Manufactured and recovered catalysts for the P-9 heavy water project in Trail, British Columbia, and for X-10 at CEW. This involved reprocessing platinum that was contaminated by polonium and plutonium in their Newark facility.",,3,"materials-other,production-heavywater",https://www.nrc.gov/docs/ML0834/ML083440116.pdf; 4.2 MDH B3v1,,1942-11-03,,,
360,Warren Grove Gunnery Range,"Warren Grove, NJ",,39.69811,-74.39451,0,Location of experimental work on radio fuzing development for the bomb.,,1,research-design,,,,,,
361,Lake Ontario Ordnance Works,"Niagara County, NY",,43.2275,-78.976389,1,"Manufactured TNT for MED use, also a site of radioactive material disposal. ",,1,"materials-other,waste",http://www.lrb.usace.army.mil/Missions/HTRW/DERP-FUDS/Lake-Ontario-Ordnance-Works/,,,,,
362,Bakelite Corporation,"New York, NY",30 East 42nd St,40.752711,-73.97985,2,Manufactured barrier material for K-25. A Carbide-Kellex joint company.,139,3,materials-other,MDH B2V3 p. J7,"location, demolished Carbon and Carbide building",,,56,
364,Master Electric Co.,"Dayton, OH",126 Davis Ave,39.757337,-84.15486,2,,,3,,,,,,,
365,"Propellair, Inc.","Springfield, OH",,,,,,,3,,,,,,,
366,Republic Steel Corp.,"Cleveland, OH",101 W Prospect Ave,41.497232,-81.69251,2,"Developed a new method of producing pipes, in collaboration with Bart Laboratories, that were resistant to corrosion from uranium hexafluoride. The method was used by these companies and others, including International Nickel and the Midwest Piping and Supply Company, to produce a total of three million feet of piping for the K-25 gaseous diffusion plant.",,3,equipment-CEW,Hewlett NW ch. 5 p. 140,now Landmark Office Towers,,"Massilon, OH?",,
367,Crescent Engineering & Research Company,"Pasadena, CA",,,,,Subcontractor of Caltech to develop the molds used to produce explosive blocks.,,3,research-design,need,or research-other?,,,,
368,Anchor Ranch Proving Ground,"Los Alamos, NM",Anchor Ranch Rd,35.86015,-106.330933,2,"A few miles east of Los Alamos, this testing facility was built to study and improve the performance of the uranium guns used in Little Boy.",1,1,research-general,Jones MAAB ch. 25 p. 506,,1943-09,,,
369,D. W. Winkleman Company,"Syracuse, NY",101 Greenway Ave,43.053137,-76.120177,2,Provided drainage and grading for the K-25 site. Subcontracted by the J. A. Jones Construction Company.,,3,construction-CEW,Jones MAAB ch. 7 p. 160,should we put subcontractors into research-enrichment if they worked on K-25? Or nah.,,,,
370,Bethlehem Steel Corporation,"Bethlehem, PA",701 East Third St.,40.615292,-75.367596,2,"Provided steelwork for the K-25 site, subcontracted by the J. A. Jones Construction Company. Also provided steel for HEW.",,3,"construction-CEW,materials-other",Jones MAAB ch. 7 p. 162; MDH B4V5P3 app. B-3,,,,,
371,Interstate Roofing Company,"Charlotte, NC",5616 Old Pineville Rd,35.163718,-80.87827,2,Installed heating and ventilation systems for the K-25 site. Subcontracted by the J. A. Jones Construction Company,,3,equipment-CEW,Jones MAAB ch. 7 p. 160,they say on their website they have been there since the 1930s but idk if this is the exact location of their office in 1940s… they are still in business. Good enough?,,,,
372,Clinton Engineer Works,,,,,,"The main production complex of the Manhattan Project, comprised of K-25, K-27, X-10, Y-12, S-50, an auxiliary power plant, and the town of Oak Ridge. The offices were headquartered in a sprawling administrative building at Oak Ridge  nicknamed ""the castle."" During construction of the building, CEW's offices were at the Andrew Johnson Hotel in Knoxville, Tennessee.",,1,"research-enrichment,research-pile,production-enrichment,materials-plutonium",Hewlett NW ch. 5 p. 117,Just put this in a lengthy description for Oak Ridge? Or should it have a separate entry?,,,,
373,Ingersoll-Rand Co.,"New York, NY",11 Broadway,40.705274,-74.013965,2,"Tasked with designing pumps and seals for use in gaseous diffusion enrichment, but backed out in 1943 when faced with the daunting task of designing and manufacturing centrifugal pumps on a large scale. Also built the preliminary process water pumps at HEW.",,3,"materials-other, production-enrichment",Hewlett NW ch. 5 p. 124; MDH B4V5P3 app. B-3,,1942,,,
374,University of Kyoto,"Kyoto, Japan","Yoshidahonmachi, Sakyo Ward",35.026214,135.7808,2,"The Navy's Fleet Administration Center provided nearly $1.5 million dollars to support an atomic bomb project at the university, where physicist Tokutaro Hagiwara had been the first to conceive of thermonuclear weaponry, lecturing on the idea as early as May 1941, several months before Enrico Fermi mentioned in passing a similar idea to Edward Teller at Columbia University.",,2,"research-enrichment,research-general,foreign","Rhodes MAB ch. 12 p. 375, ch. 14 p. 459",,1943,,,
375,John B. Pierce Foundation,"Raritan, NJ",,40.752839,-73.983763,2,"Hired alongisde Skidmore, Owings and Merrill to research and design housing plans at Oak Ridge after the task proved too much for Stone and Webster, the primary construction contractor for Oak Ridge.",,2,construction-OR,Jones MAAB ch. 21 p. 435,some affiliation with Yale?,,"40 West 40th St. New York, NY",,
376,United States Graphite Company,"Saginaw, MI",1620 E Holland Ave,43.413749,-83.929594,2,"An early supplier of graphite for experimental piles, on the order of 40 tons of graphite. As even larger amounts of highly purified graphite became needed, MED looked to other suppliers, such as the National Carbon Company and the Speer Carbon Company.",,3,materials-other,Hewlett NW ch. 2 p. 29,,,,,
377,Union Miniere du Haut Katanga,"New York, NY",25 Broadway,40.705514,-74.013838,2,"Owned the Congo uranium mines, an essential source of uranium ore for the Manhattan Project. Though it did not immediately agree when asks to sell their uranium ore to the United States in 1940, it shipped over 1,200 tons to a warehouse in Staten Island, and later sold it to the Manhattan District. The ore was exceptionally rich, 65% uranium.",,3,"materials-uranium,uranium-source","Hewlett NW ch. 2 p. 26, ch. 8 p. 285",,,,,
378,Valley Iron Works,"Appleton, WI",South Island St,,,0,"Manufactured ""special service pumps"" for K-25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.",,3,equipment-CEW,Hewlett NW ch. 5 p. 140; MDH B2V3 p. 4.11,,1944-06,,,
379,"Pacific Pumps, Inc.","Huntington Park, CA",5715 Bicket St,33.991243,-118.216936,2,"Manufactured ""special service pumps"" for K-25.",,3,equipment-CEW,Hewlett NW ch. 5 p. 140,,1944-06,,,
380,Beach-Russ Company,,,,,,Manufactured gas vacuum pumps for K-25. Data obtained from testing these pumps were used in the design of further gas vacuum pumps for K-25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.,,3,equipment-CEW,"Hewlett NW ch. 5 p. 140; MDH B2V3 p. 4.11, 5.5",,1944-06,,,
381,"Alma Trailers, Inc.","Alma, MI",,,,0,"Aided in the construction of over 3,000 prefabricated houses for Oak Ridge. Subcontracted by Stone & Webster.",,3,construction-OR,MDH B1V12P1 p. 7.12,"""Alma Trailers, Inc."" exists only in MDH… I'm pretty sure this company was actually called Alma Trailer Company.",,,,
382,American Red Cross,"Oak Ridge, TN",,,,,"A branch of the American Red Cross was established in Oak Ridge to provide a range of social and medical services, the staff consisting of professional Red Cross employees as well as volunteers.",,,operation-service,MDH B1V12P1 p. 11.9 ,not sure what category they go in,1943-12,,,
383,L. C. Powers Construction Company,"San Bernardino, CA",,,,0,"Constructed additional filtered water reservoirs to provide water security to the electromagnetic plants at Oak Ridge, which used it for cooling.",,3,construction-CEW,MDH B1V12P1 pp. 13.7-13.8 ,,,,,
384,Christopher and Company,"Baltimore, MD",,,,,"Extend a heavy duty water main from the Electromagnetic Plant to the Filtration plant at Oak Ridge, after a series of water main breaks threatened water security.",,3,construction-CEW,MDH B1V12P1 p. 13.8,summer,1945,,,
385,Coupe Construction Co.,"Louisville, KY",,,,,Helped in the construction of 375 multi-family houses on a subcontract with Stone & Webster.,,3,construction-OR,MDH B1V12P1 p. 7.11,,,,,
386,"John F. Humphrey Co., Inc.","Knoxville, TN",,,,,Built water lines to new residential areas at Oak Ridge.,,3,construction-OR,MDH B1V12P1 p. 13.8,,,,,
387,Birmingham Construction Co.,,,,,,Subcontracted by Stone & Webster to provide water piping to Oak Ridge facilities.,,3,construction-OR,,,,,,
388,Ballinger Constrution Co.,"Columbus, OH",,,,,"Widened U.S. Highway 25W to four lanes, which made it a useful access road to Oak Ridge and CEW, as well as part of the National Strategic Network. Contracted by the state of Tennessee.",,3,"construction-CEW,construction-OR,transport",MDH B1V12P1 p. 16.14 ,crazy!,1945-07-12,,,
389,Harrison Construction Co.,"Pittsburgh, PA",,,,,Excavated water reservoir sites at Oak Ridge (for Y-12?). Subcontacted by Stone & Webster.,,3,construction-CEW,"MDH B1V12P1 p. 2.9, 13.8, 14.5, 16.4-6, 16.20, 17.3 ",,,"Maryville, TN",,
390,B. R. Hinson Construction Co.,,,,,,Built water lines to new residential areas at Oak Ridge.,,3,construction-OR,MDH B1V12P1 p. 13.8 ,,,,,
391,John A. Johnson Construction Corporation,,,,,,"A prominent subcontractor of Stone & Webster, helped build housing and expanded water treatment facilities at Oak Ridge. Had an early housing construction contracted terminated after ""hostilities and before any houses had been completed,"" but remained as a contractor for further construction services.",,3,"construction-CEW,construction-OR","MDH B1V12P1 pp. 7.11-7.14, 13.7 ","the first contract for housing construction was in March 1943, and since these guys were involved in building the first 1,000 houses, I'm guessing this is around when they got involved, but I'm not certain. They did have their contract terminated, and the earliest contract I can find was April 1, 1944.. but I know they were involved earlier",,,,
392,R. E. Martin Co.,,,,,,"Built a new road connecting Gallaher Bridge to U.S. Highway 70, providing access to the K-25 area. Cost was $189,169.95 paid for by the War Department after the state and local authorities were unable to fund or maintain it.",,3,"construction-CEW,transport",MDH B1V12P1 pp. 16.10-16.12 ,,1944-01-18,,,
393,"O'Driscoll & Grove, Inc.",,,,,,One of the more than 150 prime contractors hired by the government during the construction of the Central Facilities at Oak Ridge. Handed out an additional 16 subcontracts during their work on early housing in the city. The large number of contracts awarded over the proejct was a strategy to address a dramatic labor shortage.,,3,construction-CEW,MDH B1V12P1 p. 5.3,what did they do though?,1943-11-17,,,
394,Oman-Creighton Construction Co.,"Nashville, TN",,,,,"Built a new road connecting the K-25 area to U.S. Highway 61, an important ground connection. Cost was $153,800.18 paid for by the War Department after the state and local authorities were unable to fund or maintain it.",,3,"construction-CEW,transport",MDH B1V12P1 pp. 16.10-16.12 ,,1944-02-07,,,
395,"Schult Trailers, Inc.","Elkhart, IN",,,,,"Aided in the construction of over 3,000 prefabricated houses for Oak Ridge. Subcontracted by Stone & Webster.",,3,construction-OR,MDH B1V12P1 p. 7.11,,,,,
396,Southern Bell Telephone and Telegraph Co.,"Atlanta, GA",51 Peachtree Center Ave NE,33.755862,-84.385696,2,"Assumed responsibility for commercial telephone service at Oak Ridge in 1946, renting the government-owned equipment that was already in place and installing more. Telephone lines in the town had previously been entirely government run.",,3,operation-service,MDH B1V12P1 p. S23,,1946-11,,,
397,"Sullivan, Long & Hagerty","Bessemer, AL",,,,,Built water lines to miscellaneous buildings at Oak Ridge. Subcontracted by Stone & Webster.,,3,construction-OR,MDH B1V12P1 p. 13.8 ,,,,,
398,"R. B. Tyler Co, Inc.",,,,,,"Paved Oak Ridge Turnpike and various other access roads to Oak Ridge facilities, which it did in the summer of 1944, after the bulk of the construction had been completed. Until then, the 44-foot wide turnpike was surfaced with crushed stone. Subcontracted by Stone & Webster.",,3,"construction-CEW,construction-OR,transport",MDH B1V12P1 p. 16.4 ,,,,,
399,Walter & Prater,,,,,,"Did grading work for the creation of a spur track branching off of an existing railroad in Elza, Tennessee, enabling train access closer to the Oak Ridge facilities.",,3,"construction-CEW,transport",need,,,,,
400,Watson-Flagg Engineering Co,"Paterson, NJ",845 E. 25th St.,,,,"Made and installed busbars for Y-12 under a subcontract from Stone & Webster. Later took over construction responsibility from Stone & Webster for Elza Substation No. 1, an additional power switching station at Oak Ridge, in March 1946 but left the work incomplete due to material shortages.",,3,construction-CEW,MDH B1V12P1 p. 12.21; MDH B5V4 p. 3.12,"aka Watson Flagg Machine Co., I believe",1943-05-28,"New York, NY",,
401,Western Union Telegraph Co.,"Oak Ridge, TN",Jackson Square,,,,"Provided telegraph service to Oak Ridge between the spring of 1943 and winter 1946, when telephones had begun to make the telegraph obselete and telegraph operations were diminished. Also provided telegraph service to Hanford Engineer Works.",,3,operation-service,MDH B1V12P1 pp. 15.5-15.6 ,,1943,,,
402,Wilson and Rogers Co.,,,,,,"Paved various important roads in and near Oak Ridge with asphalt during the 1945 Paving Program, which used decreased construction as an opportunity to properly pave roads, which were previously surfaced with crushed rock.",,3,"construction-OR,construction-CEW,transport",MDH B1V12P1 p. 16.5 ,,1945,,,
403,"National Homes, Inc.","Lafayette, IN",,,,,"Aided in the construction of over 3,000 prefabricated houses for Oak Ridge. Subcontracted by Stone & Webster.",,3,construction-OR,MDH B1V12P1 p. 7.11,,,,,
404,"Tri-States Homes, Inc.",,,,,,"Subcontracted by Roane-Anderson, Oak Ridge town operator, to operate ""all types of housing except dormitories, trailers, hutments, hutment apartments, and barracks"" between July 1945 and September 1946, when their contract was terminated and ",,3,operation-service,need,,,,,
405,Foster & Creighton Co.,"Nashville, TN",,,,,Constructed a large number of houses for the Oak Ridge town. One of the more than 150 prime contractors hired by the government during the construction of the Central Facilities at Oak Ridge. Handed out an additional 16 subcontracts during their work on the Town Center buildings. The large number of contracts awarded over the project was a strategy to address a dramatic labor shortage.,,3,construction-CEW,MDH B1V12P1 p. 5.3 ,not sure what they did though,,,,
406,Gibson Service Management Co.,,,,,,"Operated the trailer camps at Oak Ridge after June 1945, a responsibility previously held by Stone & Webster.",,3,operation-service,MDH B1V12P1 p. 7.19,,1945-06,,,
407,"Alexander Hotels, Inc.",,,,,,"Took over operation of the Guest House, a 52-room hotel at Oak Ridge, from Roane-Anderson in 1946. Visitors were so common that the rooms, which had two beds, were shared by strangers, and occupancy rates averaged over 100 people per day. To accommodate more guests, dormitories were used for additional hotel rooms.",,3,operation-service,MDH B1V12P1 p. 8.8 ,,,,,
408,Gunnison Housing Corporation,"New Albany, IN",,38.285385,-85.808082,2,"Aided in the construction of over 3,000 prefabricated houses for Oak Ridge. Regarded by the John B. Pierce foundation, which did housing design for Oak Ridge, as a ""pioneer prefabricator."" Subcontracted by Stone & Webster.",,3,construction-OR,MDH B1V12P1 p. 7.12; Bruce Prefab p. 6,"involved before 1944, when the company changed its name to Gunnison Homes, Inc. At the time of construction, was using a portion of the Breece Veneer factory at 13th and McBeth. The place has been replaced by a trucking yard, so not sure I have the coordinates exactly right.",,,,
409,Canteen Food Services,,,,,,"Operated various cafeterias at Oak Ridge from 1945 to 1946, maintaining a separate ""White"" and ""Colored"" Hutment Cafeteria Area. Prior operation had mainly been the responsibility of Roane-Anderson.",,,operation-service,need,I don’t know if this is a company or what,1945-07-30,,,
410,Galbreath-Moore Co.,"Columbus, OH",,,,,"Operated dormitories, used hotels amid high visitor rates, at Oak Ridge, under a subcontract from Roane-Anderson.",,3,operation-service,"MDH B1V12P1 p. 7.17, 7.18, 8.9 ",,1945-08,,,
411,Leatherman & Alley,"Old Fort, NC",,,,,"Operated dormitories, used hotels amid high visitor rates, at Oak Ridge, under a subcontract from Roane-Anderson.",,3,operation-service,"MDH B1V12P1 p. 7.17, 7.18, 8.9 ",,1945-07-16,,,
412,Ridenour Management Co,,,,,,"Operated the ""Colored Hutment Camp"" and Victory Cottages, two-room plywood boxes used to house black employees, at Oak Ridge beginning in January 1946, subcontracted by Roane-Anderson. Company head J. Carson Ridenour maintained an ""abominable"" quality of life for black workers, including neglect and rampant exploitation. According to a report by the National Park Service, ""Oil stoves were immediately replaced with inferior coal grates, over the objections of the occupants. Tenants were compelled to rent more than one space (one corner of a 16 ' by 16' structure) in order to keep out undesirables, and rent was doubled if it was so much as a day late. Prices in the Ridenour-operated stores were 50% to 75% higher than prices in Jackson Square stores.""",,3,operation-service,MDH B1V12P1 p. 7.20; https://npgallery.nps.gov/GetAsset/bdc71a28-1dc4-4261-bffe-7134e0e19ba4,so they kept black workers in awful conditions.. I read elsewhere that they were so bad that 3/4 of black workers at Oak Ridge opted to commute from Knoxville.,1946-01-28,,,
413,Wright and Lopes,"Danville, KY",Hustonville Rd,,,1,"Installed an ""underground conduit system"" for communication lines at Oak Ridge, subcontracted by Stone & Webster.",,3,"construction-CEW,construction-OR",MDH B1V12P1 pp. 15.2-15.3 ,,,,,
414,E. L. Bruce Company,"Memphis, TN",,,,,"Aided in the construction (probably flooring) of over 3,000 prefabricated houses for Oak Ridge. Subcontracted by Stone & Webster.",,3,construction-OR,MDH B1V12P1 p. 7.12,,,,,
415,Oak Ridge Housing Company,,,,,,Operated houses and dormitories at Oak Ridge. Subcontracted by Roane-Anderson.,,3,operation-service,MDH B1V12P1 p. 7.16,,1946-10-01,,,
416,"Lucius Pitkin, Inc.","New York, NY",47 Fulton St,,,,"Hired, at the recommendation of Handy & Harmon, as a consultant for the Silver Program, in which 14,700 tons of silver was borrowed from the U. S. Treasury's West Point Depository for use in magnetic coils at the Y-12 Electromagnetic Plant at Clinton Engineer Works, Oak Ridge, TN. The company's responsibilities included ""to supervise, check and otherwise represent the District in the process of weighing, sampling, assaying, and in the treatment of residues and scrap"" as well as performing record audits, a duty which it subcontracted to Kessler & Kessler. Actual inspection of the silver took place at the Middlesex Sampling Plant in NJ.",,3,"materials-silver,consultant","MDH B5V4 pp. 4.1, 6.3 ",,1944-05-28,,,
417,Kessler & Kessler,"New York, NY",,,,,"An accounting and auditing firm hired by Lucius Pitkin, Inc. to thoroughly audit the extensive record-keeping of the Silver Program.",,3,materials-silver,MDH B5V4 p. 6.3 ,,,,,
418,Handy & Harman,"New York, NY",82 Fulton St.,40.709007,-74.005866,2,"A silver processing company and early consultant for the Silver Program. Worked for free, reiumbursed only $2.62 for out-of-pocket expenses.",,3,materials-silver,"MDH B5V4 p. 3.1, 4.1, 7.2 ",,1942-10-01,"Bridgeport, CT",,
419,U.S. Trucking Corporation,,,,,,"Drove the large amounts of silver borrowed from the U.S. Treasury from West Point, NY to Phelps Dodge Copper Production Co., Carteret, NJ, to Bayway Terminal Warehouse, NJ.",,3,"materials-silver,transport",MDH B5V4 app. A-1,,1943-11-01,,,
420,"American Metal Co., Ltd.",,,,,,"Responsible for converting the recovered silver to bullion bars suitable that were then returned to the U. S. Treasury. The company used the facilities of its subsidiary company, U. S. Metals Refining Co., under close supervision of Lucius Pitkin, Inc. and Manhattan District officials. The total cost of conversion was $55,364.60.",,3,materials-silver,MDH B5V4 p. 4.4 ,,1944-03-02,,,
421,Klug & Smith,"West Milwaukee, Milwaukee, WI",4425 W Mitchell St.,43.011971,-87.96967,2,Loaded silver into cars for transportation during the Silver Program.,,3,"materials-silver,transport",MDH B5V4 app. A-1,,1944-01-14,,,
422,Defense Plant Corporation,"Carteret, NJ",,,,,"Contracted to cast silver billets during Program I of the Silver Program, doing so with its own existing production capacity. The company also took responsibility for transporting the silver from West Point to Carteret, NJ, including all accounting and safety measures. Having lost silver during the melting phase, the comapny reimbursed the War Department with 20,076.42 troy ounces of silver.",,3,"materials-silver,transport",MDH B5V4 pp. 3.1-3.3; Hewlett NW ch. 5 p. 153,,1942-10-26,,,
423,U.S. Metals Refining Co.,"Carteret, NJ",,,,,"Took over the melting and casting of silver into billets for the Silver Program during Phase II, a responsibility previously held my the Defense Plant Corporation. The billets were 9-3/4 inch diameter, 15-16 inch long cylinders that weighted 390-435 pounds. The company was also responsible for destroying the casting furnaces at the end of the program and recovering from them as much scrap silver as possible.",422,3,materials-silver,"MDH B5V4 pp. 3.3-3.4, 4.3-4.4 ",check  subsidiary status,1943-11-09,,,
